usage_date,connector,owner,environment,rows_synced,connector_cost_usd,warehouse_cost_usd,total_cost_usd,cost_per_million_rows_usd
2026-03-17,zendesk_tickets,support,production,334055,44.18,12.71,56.89,170.3
2026-03-18,google_ads,marketing,production,886810,65.94,22.3,88.25,99.51
2026-03-18,meta_ads,marketing,production,894713,61.27,20.22,81.49,91.08
2026-03-18,netsuite_finance,finance,production,559703,76.7,15.75,92.45,165.18
2026-03-18,product_analytics,product,production,1556017,79.88,30.21,110.09,70.75
2026-03-18,shopify_orders,commerce,production,2055563,93.64,34.13,127.78,62.16
2026-03-18,subscription_events,growth,production,2138789,88.47,34.95,123.42,57.71
2026-03-18,warehouse_inventory,operations,production,1158213,72.65,22.0,94.65,81.72
2026-03-18,zendesk_tickets,support,production,304425,40.26,11.38,51.64,169.63
2026-03-19,google_ads,marketing,production,817118,60.76,18.7,79.46,97.24
2026-03-19,meta_ads,marketing,production,945231,64.73,24.12,88.85,94.0
2026-03-19,netsuite_finance,finance,production,530367,72.68,14.02,86.7,163.47
2026-03-19,product_analytics,product,production,1635959,83.98,28.96,112.94,69.04
2026-03-19,shopify_orders,commerce,production,1676639,76.38,31.49,107.87,64.34
2026-03-19,subscription_events,growth,production,2122928,87.81,37.95,125.76,59.24
2026-03-19,warehouse_inventory,operations,production,1185320,74.35,28.11,102.46,86.44
2026-03-19,zendesk_tickets,support,production,271157,35.86,12.16,48.02,177.09
2026-03-20,google_ads,marketing,production,872057,64.85,17.43,82.27,94.34
2026-03-20,meta_ads,marketing,production,992162,67.94,18.96,86.9,87.59
2026-03-20,netsuite_finance,finance,production,613314,84.05,17.57,101.62,165.69
2026-03-20,product_analytics,product,production,1798235,92.31,31.31,123.62,68.75
2026-03-20,shopify_orders,commerce,production,1979777,90.19,33.68,123.87,62.57
2026-03-20,subscription_events,growth,production,2341342,96.85,43.75,140.6,60.05
2026-03-20,warehouse_inventory,operations,production,1073089,67.31,25.97,93.28,86.93
2026-03-20,zendesk_tickets,support,production,287697,38.05,13.37,51.42,178.73
2026-03-21,google_ads,marketing,production,624943,46.47,17.97,64.44,103.11
2026-03-21,meta_ads,marketing,production,798538,54.68,22.61,77.29,96.79
2026-03-21,netsuite_finance,finance,production,435962,59.74,13.33,73.08,167.63
2026-03-21,product_analytics,product,production,1373046,70.48,24.77,95.25,69.37
2026-03-21,shopify_orders,commerce,production,1517498,69.13,32.23,101.36,66.79
2026-03-21,subscription_events,growth,production,2086729,86.31,37.11,123.43,59.15
2026-03-21,warehouse_inventory,operations,production,999718,62.71,23.2,85.91,85.93
2026-03-21,zendesk_tickets,support,production,304836,40.32,11.8,52.12,170.98
2026-03-22,google_ads,marketing,production,612204,45.52,18.53,64.05,104.62
2026-03-22,meta_ads,marketing,production,803768,55.04,17.41,72.45,90.14
2026-03-22,netsuite_finance,finance,production,477810,65.48,15.85,81.32,170.19
2026-03-22,product_analytics,product,production,1308222,67.16,30.26,97.41,74.46
2026-03-22,shopify_orders,commerce,production,1602732,73.01,29.86,102.88,64.19
2026-03-22,subscription_events,growth,production,1753429,72.53,30.76,103.29,58.91
2026-03-22,warehouse_inventory,operations,production,955900,59.96,19.39,79.35,83.01
2026-03-22,zendesk_tickets,support,production,304048,40.21,11.48,51.69,170.01
2026-03-23,google_ads,marketing,production,827509,61.53,22.87,84.4,101.99
2026-03-23,meta_ads,marketing,production,1106673,75.78,24.59,100.37,90.7
2026-03-23,netsuite_finance,finance,production,525931,72.07,14.28,86.35,164.19
2026-03-23,product_analytics,product,production,1376935,70.68,24.4,95.09,69.06
2026-03-23,shopify_orders,commerce,production,1900673,86.59,31.73,118.31,62.25
2026-03-23,subscription_events,growth,production,2421412,100.16,43.55,143.7,59.35
2026-03-23,warehouse_inventory,operations,production,1100753,69.05,24.57,93.62,85.05
2026-03-23,zendesk_tickets,support,production,329689,43.6,13.37,56.97,172.8
2026-03-24,google_ads,marketing,production,775275,57.65,19.73,77.38,99.81
2026-03-24,meta_ads,marketing,production,1051418,72.0,21.5,93.49,88.92
2026-03-24,netsuite_finance,finance,production,628375,86.11,17.77,103.88,165.32
2026-03-24,product_analytics,product,production,1567674,80.47,32.52,112.99,72.07
2026-03-24,shopify_orders,commerce,production,2052806,93.52,35.36,128.87,62.78
2026-03-24,subscription_events,growth,production,2278765,94.26,40.5,134.76,59.14
2026-03-24,warehouse_inventory,operations,production,1155743,72.5,28.06,100.56,87.01
2026-03-24,zendesk_tickets,support,production,337474,44.63,14.47,59.1,175.12
2026-03-25,google_ads,marketing,production,803688,59.76,21.03,80.79,100.52
2026-03-25,meta_ads,marketing,production,931367,63.78,24.27,88.05,94.54
2026-03-25,netsuite_finance,finance,production,552989,75.78,14.14,89.92,162.61
2026-03-25,product_analytics,product,production,1597295,81.99,30.98,112.98,70.73
2026-03-25,shopify_orders,commerce,production,1948589,88.77,35.14,123.91,63.59
2026-03-25,subscription_events,growth,production,2010905,83.18,39.3,122.48,60.91
2026-03-25,warehouse_inventory,operations,production,1066786,66.92,23.22,90.14,84.5
2026-03-25,zendesk_tickets,support,production,336092,44.45,16.44,60.89,181.17
2026-03-26,google_ads,marketing,production,759436,56.47,21.96,78.43,103.27
2026-03-26,meta_ads,marketing,production,1007568,69.0,23.1,92.09,91.4
2026-03-26,netsuite_finance,finance,production,560290,76.78,14.27,91.06,162.52
2026-03-26,product_analytics,product,production,1805237,92.67,36.49,129.16,71.55
2026-03-26,shopify_orders,commerce,production,2088820,95.16,39.36,134.52,64.4
2026-03-26,subscription_events,growth,production,2674246,110.62,45.08,155.7,58.22
2026-03-26,warehouse_inventory,operations,production,1331185,83.5,23.8,107.3,80.6
2026-03-26,zendesk_tickets,support,production,311097,41.15,14.94,56.09,180.3
2026-03-27,google_ads,marketing,production,786487,58.48,20.22,78.71,100.08
2026-03-27,meta_ads,marketing,production,1213170,83.08,26.05,109.13,89.95
2026-03-27,netsuite_finance,finance,production,614174,84.16,16.24,100.4,163.47
2026-03-27,product_analytics,product,production,1365170,70.08,30.8,100.88,73.9
2026-03-27,shopify_orders,commerce,production,1935479,88.17,34.33,122.5,63.29
2026-03-27,subscription_events,growth,production,2401694,99.34,43.42,142.76,59.44
2026-03-27,warehouse_inventory,operations,production,1195751,75.01,22.66,97.66,81.67
2026-03-27,zendesk_tickets,support,production,321130,42.47,12.77,55.24,172.02
2026-03-28,google_ads,marketing,production,646350,48.06,15.46,63.53,98.29
2026-03-28,meta_ads,marketing,production,800667,54.83,22.38,77.2,96.42
2026-03-28,netsuite_finance,finance,production,451319,61.85,13.13,74.98,166.14
2026-03-28,product_analytics,product,production,1125128,57.76,21.53,79.28,70.46
2026-03-28,shopify_orders,commerce,production,1457531,66.4,26.1,92.5,63.46
2026-03-28,subscription_events,growth,production,2027527,83.87,37.95,121.82,60.08
2026-03-28,warehouse_inventory,operations,production,981642,61.58,22.11,83.69,85.26
2026-03-28,zendesk_tickets,support,production,243699,32.23,12.07,44.3,181.78
2026-03-29,google_ads,marketing,production,694128,51.61,21.61,73.22,105.48
2026-03-29,meta_ads,marketing,production,798850,54.7,22.32,77.02,96.41
2026-03-29,netsuite_finance,finance,production,433806,59.45,12.04,71.49,164.8
2026-03-29,product_analytics,product,production,1230644,63.17,26.03,89.2,72.48
2026-03-29,shopify_orders,commerce,production,1573731,71.69,29.1,100.79,64.05
2026-03-29,subscription_events,growth,production,1564002,64.69,32.82,97.51,62.35
2026-03-29,warehouse_inventory,operations,production,1052494,66.02,23.61,89.63,85.16
2026-03-29,zendesk_tickets,support,production,248675,32.89,15.15,48.04,193.18
2026-03-30,google_ads,marketing,production,791099,58.83,21.22,80.05,101.19
2026-03-30,meta_ads,marketing,production,959946,65.74,24.4,90.14,93.9
2026-03-30,netsuite_finance,finance,production,593798,81.37,18.63,100.01,168.42
2026-03-30,product_analytics,product,production,1575504,80.88,27.76,108.64,68.96
2026-03-30,shopify_orders,commerce,production,1864216,84.93,32.87,117.8,63.19
2026-03-30,subscription_events,growth,production,2240793,92.69,37.22,129.9,57.97
2026-03-30,warehouse_inventory,operations,production,1162243,72.9,22.72,95.62,82.27
2026-03-30,zendesk_tickets,support,production,343099,45.38,12.4,57.78,168.41
2026-03-31,google_ads,marketing,production,869051,64.62,18.88,83.51,96.09
2026-03-31,meta_ads,marketing,production,928550,63.59,20.89,84.48,90.98
2026-03-31,netsuite_finance,finance,production,639802,87.68,17.67,105.35,164.66
2026-03-31,product_analytics,product,production,1618746,83.1,33.1,116.2,71.78
2026-03-31,shopify_orders,commerce,production,1935376,88.17,38.02,126.19,65.2
2026-03-31,subscription_events,growth,production,2297014,95.01,43.74,138.75,60.4
2026-03-31,warehouse_inventory,operations,production,1296871,81.35,24.87,106.22,81.9
2026-03-31,zendesk_tickets,support,production,356130,47.1,15.95,63.05,177.04
2026-04-01,google_ads,marketing,production,820674,61.02,17.41,78.44,95.58
2026-04-01,meta_ads,marketing,production,972596,66.6,22.37,88.97,91.48
2026-04-01,netsuite_finance,finance,production,628768,86.16,20.48,106.64,169.6
2026-04-01,product_analytics,product,production,1719471,88.27,29.91,118.17,68.72
2026-04-01,shopify_orders,commerce,production,1903420,86.71,35.08,121.79,63.98
2026-04-01,subscription_events,growth,production,2152422,89.03,36.91,125.94,58.51
2026-04-01,warehouse_inventory,operations,production,1205232,75.6,25.75,101.36,84.1
2026-04-01,zendesk_tickets,support,production,332097,43.92,16.32,60.24,181.39
2026-04-02,google_ads,marketing,production,854306,63.53,20.68,84.21,98.57
2026-04-02,meta_ads,marketing,production,1022541,70.02,22.57,92.59,90.55
2026-04-02,netsuite_finance,finance,production,595503,81.61,18.53,100.13,168.14
2026-04-02,product_analytics,product,production,1522120,78.14,28.71,106.84,70.19
2026-04-02,shopify_orders,commerce,production,1960224,89.3,34.69,123.99,63.25
2026-04-02,subscription_events,growth,production,2442865,101.05,41.59,142.64,58.39
2026-04-02,warehouse_inventory,operations,production,1026776,64.41,20.45,84.85,82.64
2026-04-02,zendesk_tickets,support,production,340690,45.06,16.69,61.75,181.25
2026-04-03,google_ads,marketing,production,938606,69.79,24.61,94.4,100.57
2026-04-03,meta_ads,marketing,production,987201,67.6,24.38,91.98,93.17
2026-04-03,netsuite_finance,finance,production,577980,79.2,20.05,99.25,171.72
2026-04-03,product_analytics,product,production,1575656,80.88,31.49,112.37,71.32
2026-04-03,shopify_orders,commerce,production,1861632,84.81,35.42,120.23,64.58
2026-04-03,subscription_events,growth,production,2524723,104.43,41.25,145.68,57.7
2026-04-03,warehouse_inventory,operations,production,1157868,72.63,21.64,94.27,81.42
2026-04-03,zendesk_tickets,support,production,307681,40.69,13.78,54.47,177.03
2026-04-04,google_ads,marketing,production,744120,55.33,20.04,75.37,101.29
2026-04-04,meta_ads,marketing,production,749755,51.34,20.58,71.92,95.92
2026-04-04,netsuite_finance,finance,production,492277,67.46,14.29,81.75,166.07
2026-04-04,product_analytics,product,production,1182330,60.69,27.8,88.49,74.84
2026-04-04,shopify_orders,commerce,production,1612351,73.45,34.03,107.48,66.66
2026-04-04,subscription_events,growth,production,1992640,82.42,33.18,115.6,58.01
2026-04-04,warehouse_inventory,operations,production,985788,61.84,23.55,85.38,86.61
2026-04-04,zendesk_tickets,support,production,244090,32.28,11.73,44.01,180.3
2026-04-05,google_ads,marketing,production,780537,58.04,21.1,79.14,101.39
2026-04-05,meta_ads,marketing,production,864412,59.19,23.73,82.93,95.94
2026-04-05,netsuite_finance,finance,production,503667,69.02,15.61,84.63,168.03
2026-04-05,product_analytics,product,production,1281862,65.8,26.03,91.83,71.64
2026-04-05,shopify_orders,commerce,production,1551552,70.68,31.34,102.02,65.75
2026-04-05,subscription_events,growth,production,1931755,79.9,34.44,114.35,59.19
2026-04-05,warehouse_inventory,operations,production,979706,61.45,21.65,83.11,84.83
2026-04-05,zendesk_tickets,support,production,271167,35.86,12.73,48.59,179.19
2026-04-06,google_ads,marketing,production,887542,66.0,17.56,83.56,94.15
2026-04-06,meta_ads,marketing,production,1040442,71.25,24.15,95.4,91.69
2026-04-06,netsuite_finance,finance,production,559634,76.69,18.86,95.55,170.74
2026-04-06,product_analytics,product,production,1574396,80.82,29.03,109.85,69.77
2026-04-06,shopify_orders,commerce,production,1938675,88.32,32.78,121.1,62.47
2026-04-06,subscription_events,growth,production,2378229,98.37,40.22,138.59,58.27
2026-04-06,warehouse_inventory,operations,production,1091642,68.48,24.96,93.43,85.59
2026-04-06,zendesk_tickets,support,production,302893,40.06,10.63,50.69,167.35
2026-04-07,google_ads,marketing,production,707906,52.64,21.58,74.22,104.84
2026-04-07,meta_ads,marketing,production,1022243,70.0,23.11,93.11,91.08
2026-04-07,netsuite_finance,finance,production,581917,79.74,15.39,95.13,163.48
2026-04-07,product_analytics,product,production,1552976,79.72,32.87,112.59,72.5
2026-04-07,shopify_orders,commerce,production,1989862,90.65,39.23,129.88,65.27
2026-04-07,subscription_events,growth,production,2282600,94.42,37.12,131.54,57.63
2026-04-07,warehouse_inventory,operations,production,1291422,81.01,25.88,106.89,82.77
2026-04-07,zendesk_tickets,support,production,279536,36.97,10.7,47.67,170.53
2026-04-08,google_ads,marketing,production,781496,58.11,19.75,77.86,99.63
2026-04-08,meta_ads,marketing,production,1052858,72.1,25.72,97.82,92.91
2026-04-08,netsuite_finance,finance,production,549448,75.29,14.4,89.7,163.25
2026-04-08,product_analytics,product,production,1468038,75.36,30.91,106.26,72.38
2026-04-08,shopify_orders,commerce,production,2086232,95.04,37.31,132.35,63.44
2026-04-08,subscription_events,growth,production,2204073,91.17,42.7,133.87,60.74
2026-04-08,warehouse_inventory,operations,production,1139249,71.46,27.42,98.88,86.79
2026-04-08,zendesk_tickets,support,production,352080,46.57,14.35,60.92,173.03
2026-04-09,google_ads,marketing,production,852182,63.37,18.96,82.32,96.6
2026-04-09,meta_ads,marketing,production,891292,61.03,19.16,80.19,89.97
2026-04-09,netsuite_finance,finance,production,576691,79.03,14.61,93.63,162.36
2026-04-09,product_analytics,product,production,1490308,76.5,31.45,107.95,72.43
2026-04-09,shopify_orders,commerce,production,1960712,89.32,35.81,125.14,63.82
2026-04-09,subscription_events,growth,production,2262011,93.57,36.72,130.29,57.6
2026-04-09,warehouse_inventory,operations,production,1147753,72.0,27.09,99.09,86.33
2026-04-09,zendesk_tickets,support,production,337896,44.69,13.83,58.52,173.19
2026-04-10,google_ads,marketing,production,829139,61.65,23.6,85.25,102.82
2026-04-10,meta_ads,marketing,production,980378,67.13,19.54,86.67,88.4
2026-04-10,netsuite_finance,finance,production,641843,87.96,18.32,106.28,165.59
2026-04-10,product_analytics,product,production,1675038,85.99,30.34,116.33,69.45
2026-04-10,shopify_orders,commerce,production,2157891,98.3,36.18,134.48,62.32
2026-04-10,subscription_events,growth,production,2423021,100.22,39.89,140.11,57.82
2026-04-10,warehouse_inventory,operations,production,1137417,71.35,27.79,99.14,87.16
2026-04-10,zendesk_tickets,support,production,312339,41.31,10.45,51.76,165.72
2026-04-11,google_ads,marketing,production,726489,54.02,18.14,72.16,99.33
2026-04-11,meta_ads,marketing,production,731209,50.07,21.06,71.14,97.29
2026-04-11,netsuite_finance,finance,production,508049,69.62,16.68,86.3,169.87
2026-04-11,product_analytics,product,production,1381244,70.9,31.17,102.08,73.9
2026-04-11,shopify_orders,commerce,production,1611445,73.41,32.2,105.61,65.54
2026-04-11,subscription_events,growth,production,1943544,80.39,32.88,113.27,58.28
2026-04-11,warehouse_inventory,operations,production,928628,58.25,25.0,83.25,89.65
2026-04-11,zendesk_tickets,support,production,262942,34.78,12.19,46.96,178.59
2026-04-12,google_ads,marketing,production,720348,53.56,17.56,71.12,98.73
2026-04-12,meta_ads,marketing,production,855433,58.58,17.34,75.91,88.74
2026-04-12,netsuite_finance,finance,production,451389,61.86,14.24,76.09,168.57
2026-04-12,product_analytics,product,production,1309276,67.21,24.34,91.55,69.92
2026-04-12,shopify_orders,commerce,production,1749017,79.68,32.71,112.39,64.26
2026-04-12,subscription_events,growth,production,1915690,79.24,35.26,114.5,59.77
2026-04-12,warehouse_inventory,operations,production,1039383,65.2,24.79,89.99,86.58
2026-04-12,zendesk_tickets,support,production,290034,38.36,14.89,53.24,183.56
2026-04-13,google_ads,marketing,production,783693,58.27,16.34,74.62,95.22
2026-04-13,meta_ads,marketing,production,971332,66.52,22.34,88.85,91.47
2026-04-13,netsuite_finance,finance,production,575643,78.88,13.3,92.19,160.15
2026-04-13,product_analytics,product,production,1371732,70.42,29.97,100.38,73.18
2026-04-13,shopify_orders,commerce,production,1964932,89.51,33.18,122.7,62.44
2026-04-13,subscription_events,growth,production,2369812,98.02,39.21,137.23,57.91
2026-04-13,warehouse_inventory,operations,production,1169533,73.36,27.14,100.5,85.93
2026-04-13,zendesk_tickets,support,production,336490,44.5,12.77,57.27,170.2
2026-04-14,google_ads,marketing,production,929278,69.1,19.81,88.91,95.68
2026-04-14,meta_ads,marketing,production,1103063,75.54,23.2,98.74,89.51
2026-04-14,netsuite_finance,finance,production,586823,80.42,16.47,96.88,165.09
2026-04-14,product_analytics,product,production,1713944,87.98,29.6,117.58,68.6
2026-04-14,shopify_orders,commerce,production,1916936,87.33,37.57,124.9,65.16
2026-04-14,subscription_events,growth,production,2292713,94.83,42.36,137.19,59.84
2026-04-14,warehouse_inventory,operations,production,987137,61.92,20.35,82.27,83.34
2026-04-14,zendesk_tickets,support,production,337724,44.67,13.26,57.92,171.5
2026-04-15,google_ads,marketing,production,909576,67.64,18.69,86.33,94.91
2026-04-15,meta_ads,marketing,production,1077902,73.81,22.88,96.69,89.7
2026-04-15,netsuite_finance,finance,production,592176,81.15,19.42,100.57,169.83
2026-04-15,product_analytics,product,production,1586953,81.46,29.24,110.7,69.76
2026-04-15,shopify_orders,commerce,production,1901262,86.61,32.85,119.46,62.83
2026-04-15,subscription_events,growth,production,2138310,88.45,36.48,124.93,58.42
2026-04-15,warehouse_inventory,operations,production,1328523,83.33,29.71,113.04,85.09
2026-04-15,zendesk_tickets,support,production,322957,42.71,12.66,55.38,171.48
2026-04-16,google_ads,marketing,production,964025,71.68,18.68,90.37,93.74
2026-04-16,meta_ads,marketing,production,937023,64.17,23.92,88.08,94.0
2026-04-16,netsuite_finance,finance,production,503810,69.04,13.87,82.92,164.59
2026-04-16,product_analytics,product,production,1651405,84.77,30.01,114.79,69.51
2026-04-16,shopify_orders,commerce,production,1738281,79.19,33.3,112.49,64.71
2026-04-16,subscription_events,growth,production,2107879,87.19,38.44,125.63,59.6
2026-04-16,warehouse_inventory,operations,production,1108046,69.5,25.82,95.32,86.03
2026-04-16,zendesk_tickets,support,production,328324,43.42,13.81,57.23,174.31
2026-04-17,google_ads,marketing,production,890554,66.22,17.48,83.7,93.99
2026-04-17,meta_ads,marketing,production,1067080,73.07,24.68,97.75,91.61
2026-04-17,netsuite_finance,finance,production,604728,82.87,14.67,97.54,161.3
2026-04-17,product_analytics,product,production,1726983,88.65,30.68,119.34,69.1
2026-04-17,shopify_orders,commerce,production,2023430,92.18,35.53,127.71,63.12
2026-04-17,subscription_events,growth,production,2579200,106.69,47.66,154.34,59.84
2026-04-17,warehouse_inventory,operations,production,1186321,74.41,24.9,99.31,83.71
2026-04-17,zendesk_tickets,support,production,303018,40.08,15.5,55.58,183.42
2026-04-18,google_ads,marketing,production,642535,47.78,15.44,63.22,98.39
2026-04-18,meta_ads,marketing,production,765997,52.45,17.22,69.68,90.97
2026-04-18,netsuite_finance,finance,production,479472,65.71,17.73,83.44,174.02
2026-04-18,product_analytics,product,production,1372124,70.44,28.48,98.92,72.09
2026-04-18,shopify_orders,commerce,production,1847429,84.16,32.23,116.39,63.0
2026-04-18,subscription_events,growth,production,1838674,76.05,33.24,109.3,59.45
2026-04-18,warehouse_inventory,operations,production,934492,58.62,20.61,79.23,84.78
2026-04-18,zendesk_tickets,support,production,267268,35.35,9.97,45.32,169.57
2026-04-19,google_ads,marketing,production,626488,46.59,14.58,61.16,97.62
2026-04-19,meta_ads,marketing,production,780003,53.41,16.62,70.03,89.78
2026-04-19,netsuite_finance,finance,production,531782,72.87,17.72,90.6,170.37
2026-04-19,product_analytics,product,production,1396452,71.68,26.82,98.5,70.54
2026-04-19,shopify_orders,commerce,production,1553238,70.76,32.96,103.72,66.78
2026-04-19,subscription_events,growth,production,2086353,86.3,34.52,120.82,57.91
2026-04-19,warehouse_inventory,operations,production,1080718,67.79,23.81,91.6,84.76
2026-04-19,zendesk_tickets,support,production,230832,30.53,9.09,39.61,171.6
2026-04-20,google_ads,marketing,production,781178,58.09,19.43,77.51,99.22
2026-04-20,meta_ads,marketing,production,1048835,71.82,20.88,92.7,88.38
2026-04-20,netsuite_finance,finance,production,555442,76.12,13.67,89.79,161.66
2026-04-20,product_analytics,product,production,1517211,77.88,28.75,106.64,70.29
2026-04-20,shopify_orders,commerce,production,1883346,85.8,35.4,121.2,64.35
2026-04-20,subscription_events,growth,production,2685947,111.1,48.67,159.77,59.48
2026-04-20,warehouse_inventory,operations,production,1254434,78.69,23.91,102.6,81.79
2026-04-20,zendesk_tickets,support,production,341215,45.13,12.56,57.69,169.07
2026-04-21,google_ads,marketing,production,738168,54.89,18.07,72.96,98.84
2026-04-21,meta_ads,marketing,production,1012351,69.32,25.66,94.98,93.82
2026-04-21,netsuite_finance,finance,production,658445,90.23,17.45,107.68,163.54
2026-04-21,product_analytics,product,production,1637453,84.06,28.59,112.64,68.79
2026-04-21,shopify_orders,commerce,production,1892162,86.2,34.51,120.71,63.79
2026-04-21,subscription_events,growth,production,2295029,94.93,39.55,134.48,58.6
2026-04-21,warehouse_inventory,operations,production,1231554,77.25,26.12,103.37,83.93
2026-04-21,zendesk_tickets,support,production,299695,39.64,12.35,51.99,173.48
2026-04-22,google_ads,marketing,production,826210,61.44,21.86,83.29,100.81
2026-04-22,meta_ads,marketing,production,1015686,69.55,20.72,90.27,88.88
2026-04-22,netsuite_finance,finance,production,621228,85.13,17.88,103.01,165.82
2026-04-22,product_analytics,product,production,1689997,86.75,32.71,119.47,70.69
2026-04-22,shopify_orders,commerce,production,1901448,86.62,36.68,123.3,64.85
2026-04-22,subscription_events,growth,production,2673299,110.58,45.17,155.75,58.26
2026-04-22,warehouse_inventory,operations,production,1259269,78.99,23.0,101.99,80.99
2026-04-22,zendesk_tickets,support,production,336816,44.55,15.5,60.05,178.29
2026-04-23,google_ads,marketing,production,841821,62.6,21.99,84.59,100.48
2026-04-23,meta_ads,marketing,production,1132074,77.52,24.79,102.31,90.37
2026-04-23,netsuite_finance,finance,production,627852,86.04,13.83,99.87,159.07
2026-04-23,product_analytics,product,production,1747535,89.71,31.36,121.06,69.27
2026-04-23,shopify_orders,commerce,production,1978419,90.13,32.97,123.1,62.22
2026-04-23,subscription_events,growth,production,2409633,99.67,41.35,141.02,58.52
2026-04-23,warehouse_inventory,operations,production,1229590,77.13,24.53,101.66,82.68
2026-04-23,zendesk_tickets,support,production,284759,37.66,12.46,50.12,176.01
2026-04-24,google_ads,marketing,production,911079,67.75,24.5,92.25,101.25
2026-04-24,meta_ads,marketing,production,849156,58.15,20.64,78.79,92.79
2026-04-24,netsuite_finance,finance,production,550192,75.4,18.85,94.25,171.3
2026-04-24,product_analytics,product,production,1341058,68.84,28.03,96.87,72.23
2026-04-24,shopify_orders,commerce,production,1912015,87.1,37.19,124.3,65.01
2026-04-24,subscription_events,growth,production,2553105,105.61,44.69,150.3,58.87
2026-04-24,warehouse_inventory,operations,production,1019355,63.94,24.95,88.89,87.2
2026-04-24,zendesk_tickets,support,production,323612,42.8,10.84,53.64,165.75
2026-04-25,google_ads,marketing,production,745743,55.45,21.3,76.76,102.93
2026-04-25,meta_ads,marketing,production,807916,55.32,17.14,72.46,89.69
2026-04-25,netsuite_finance,finance,production,553957,75.91,12.92,88.84,160.37
2026-04-25,product_analytics,product,production,1295626,66.51,25.78,92.28,71.22
2026-04-25,shopify_orders,commerce,production,1773085,80.77,32.41,113.19,63.84
2026-04-25,subscription_events,growth,production,2160783,89.38,36.39,125.77,58.21
2026-04-25,warehouse_inventory,operations,production,1019812,63.97,22.52,86.49,84.81
2026-04-25,zendesk_tickets,support,production,287986,38.09,11.16,49.25,171.02
2026-04-26,google_ads,marketing,production,620169,46.12,14.66,60.77,97.99
2026-04-26,meta_ads,marketing,production,890700,60.99,21.13,82.12,92.2
2026-04-26,netsuite_finance,finance,production,448143,61.41,17.91,79.32,177.0
2026-04-26,product_analytics,product,production,1420791,72.93,30.99,103.92,73.14
2026-04-26,shopify_orders,commerce,production,1434329,65.34,25.36,90.7,63.24
2026-04-26,subscription_events,growth,production,2262793,93.6,37.24,130.84,57.82
2026-04-26,warehouse_inventory,operations,production,1013035,63.54,24.85,88.39,87.25
2026-04-26,zendesk_tickets,support,production,295396,39.07,11.54,50.61,171.33
2026-04-27,google_ads,marketing,production,825604,61.39,23.51,84.9,102.83
2026-04-27,meta_ads,marketing,production,1046368,71.65,19.9,91.55,87.49
2026-04-27,netsuite_finance,finance,production,562397,77.07,14.99,92.06,163.69
2026-04-27,product_analytics,product,production,1696716,87.1,34.6,121.7,71.73
2026-04-27,shopify_orders,commerce,production,1951792,88.91,35.33,124.24,63.65
2026-04-27,subscription_events,growth,production,2526638,104.51,46.24,150.75,59.66
2026-04-27,warehouse_inventory,operations,production,1202277,75.42,22.15,97.56,81.15
2026-04-27,zendesk_tickets,support,production,400801,53.01,10.89,63.9,159.43
2026-04-28,google_ads,marketing,production,844105,62.77,19.93,82.7,97.97
2026-04-28,meta_ads,marketing,production,976342,66.86,22.64,89.5,91.67
2026-04-28,netsuite_finance,finance,production,634241,86.91,15.2,102.12,161.01
2026-04-28,product_analytics,product,production,1773894,91.06,35.64,126.7,71.42
2026-04-28,shopify_orders,commerce,production,2055188,93.63,37.52,131.14,63.81
2026-04-28,subscription_events,growth,production,2668888,110.39,48.44,158.83,59.51
2026-04-28,warehouse_inventory,operations,production,1247827,78.27,29.22,107.49,86.14
2026-04-28,zendesk_tickets,support,production,365494,48.34,16.9,65.24,178.5
2026-04-29,google_ads,marketing,production,884983,65.81,21.21,87.02,98.33
2026-04-29,meta_ads,marketing,production,893720,61.2,18.4,79.6,89.07
2026-04-29,netsuite_finance,finance,production,662287,90.76,19.21,109.96,166.03
2026-04-29,product_analytics,product,production,1668301,85.64,28.98,114.62,68.7
2026-04-29,shopify_orders,commerce,production,2111536,96.19,40.46,136.65,64.72
2026-04-29,subscription_events,growth,production,2399676,99.26,41.13,140.39,58.5
2026-04-29,warehouse_inventory,operations,production,953614,59.82,21.55,81.36,85.32
2026-04-29,zendesk_tickets,support,production,346915,45.88,16.15,62.03,178.8
2026-04-30,google_ads,marketing,production,957922,71.23,18.66,89.89,93.84
2026-04-30,meta_ads,marketing,production,947287,64.87,24.78,89.65,94.64
2026-04-30,netsuite_finance,finance,production,680412,93.24,16.06,109.3,160.64
2026-04-30,product_analytics,product,production,1618102,83.06,28.73,111.79,69.09
2026-04-30,shopify_orders,commerce,production,1827903,83.27,36.05,119.32,65.28
2026-04-30,subscription_events,growth,production,2175135,89.97,37.11,127.08,58.42
2026-04-30,warehouse_inventory,operations,production,1199513,75.24,28.35,103.59,86.36
2026-04-30,zendesk_tickets,support,production,354617,46.9,11.41,58.31,164.43
2026-05-01,google_ads,marketing,production,905503,67.33,22.06,89.39,98.72
2026-05-01,meta_ads,marketing,production,1071307,73.36,26.39,99.75,93.11
2026-05-01,netsuite_finance,finance,production,697620,95.6,20.82,116.42,166.88
2026-05-01,product_analytics,product,production,1784153,91.59,36.6,128.18,71.84
2026-05-01,shopify_orders,commerce,production,1918777,87.41,33.23,120.64,62.87
2026-05-01,subscription_events,growth,production,2279337,94.28,38.49,132.77,58.25
2026-05-01,warehouse_inventory,operations,production,1332617,83.59,26.09,109.68,82.3
